s.n.,name_of_province,district_name_english,district_name_nepali,palika_name_english,palika_name_nepali,palika_type,total_wards,municipal_center_english,municipal_center_nepali,municipal_center_sec_source,total_palikas,website,email,area_sq_km,total_population,total_male,total_female,total_households,long,lat,remarks
561,5,ROLPA,रोल्पा,Rolpa,रोल्पा नगरपालिका,Nagarpalika,10,Liwang,लिवङ्ग्,Liwang,4,http://www.rolpamun.gov.np/,,244,24787,10988,13799,5035,82.636336,28.30448,
562,5,ROLPA,रोल्पा,Runtigadi,रुन्टीगढी गाउँपालिका,Gaunpalika,9,Jhaenam,झाएनम्,Jhaenam,5,http://www.runtigadhimun.gov.np/,,233,27929,12453,15476,5684,82.4636015,28.2331605,
563,5,ROLPA,रोल्पा,Sukidaha,गरुगादेव गाउँपालिका,Gaunpalika,7,Sanadanda,सनडाँडा,Jinawang,6,http://www.gadhawamun.gov.np/,,124,20009,9217,10792,3455,82.541056,27.81202,
564,5,ROLPA,रोल्पा,Sunchhahari,सुनछहरी गाउँपालिका,Gaunpalika,7,Jaimaksala,जैमक्साला,Jaimaksala,7,http://www.sunchhaharimun.gov.np/,sunchhaharimun@gmail.com,278,18294,8349,9945,3485,82.796969,28.36088,
565,5,ROLPA,रोल्पा,Suwarnabati,सुनिल स्मृति गाउँपालिका,Gaunpalika,8,Sulichaur,सुलिचौर्,Sulichaur,8,,,157,28213,12715,15498,5657,82.7277061,28.2466232,
566,5,ROLPA,रोल्पा,Thawang,थबाङ्ग गाउँपालिका,Gaunpalika,5,Thawang,ठवाङ्,Thawang,9,http://www.thabangmun.gov.np/,"thabangrm58@gmail.com,",191,10881,5035,5846,2172,82.709728,28.49993,
567,5,ROLPA,रोल्पा,Tribeni,त्रिवेणी गाउँपालिका,Gaunpalika,7,Jugar,जुगर्,Jugar,10,,,205,22957,10729,12228,4540,82.4283989,28.310774,
568,5,RUKUM_E,रुकुम,Bhume,भूमे गाउँपालिका,Gaunpalika,9,Kharbang Bagar,खर्बाङ्ग बगर्,Kharbang Bagar,1,,,274,17431,7900,9531,3609,82.6953488,28.5510544,
569,5,RUKUM_E,रुकुम,Putha Uttarganga,पुथा उत्तरगंगा गाउँपालिका,Gaunpalika,14,kol,कोल्,Kol,2,,,560,22027,10464,11563,4759,82.7652309,28.600773,
570,5,RUKUM_E,रुकुम,Sisne,सिस्ने गाउँपालिका,Gaunpalika,8,Rukumkot,रुकुमकोत्,Rukumkot,3,,,327,11610,5612,5998,2390,82.62197,28.61619,
571,5,RUPANDEHI,रुपन्देही,Butwal,बुटवल उपमहानगरपालिका,Upamahanagarpalika,19,Butwal,बुटवल,Butwal,1,http://www.butwalmun.gov.np/,,102,138742,68288,70454,34097,83.464738,27.70825,
572,5,RUPANDEHI,रुपन्देही,Devdaha,देबदह नगरपालिका,Nagarpalika,12,Devdaha,डेव्दह,Devdaha,2,http://www.devdahamun.gov.np/,,137,53523,24841,28682,11410,83.5869765,27.6280672,
573,5,RUPANDEHI,रुपन्देही,Gaidahawa,गैडहवा गाउँपालिका,Gaunpalika,9,Bishnupura,बिष्णुपुर,Bishnupura,3,http://www.gaidahawamun.gov.np/,gaidahawagaupalika@gmail.com,96.8,47565,23730,23835,7285,83.29308,27.55438,
574,5,RUPANDEHI,रुपन्देही,Kanchan,कन्चन गाउँपालिका,Gaunpalika,5,Baehori,बएहोरि,Baehori,4,http://www.kanchanmun.gov.np/,kanchangaupalika@gmail.com,58.5,33072,14865,18207,7084,83.27451,27.64535,
575,5,RUPANDEHI,रुपन्देही,Kotahimai,कोटहीमाई गाउँपालिका,Gaunpalika,7,Majhagawa,मझागव,Majhagawa,5,http://www.kotahimaimun.gov.np/,kotahimaimun@gmail.com,58.25,41006,21074,19932,5593,83.348788,27.44363,
576,5,RUPANDEHI,रुपन्देही,Lumbini Sanskritik,लुम्बिनी साँस्कृतिक नगरपालिका,Nagarpalika,13,Lumbini Sanskritik,लुम्बिनी सन्स्कृतिक्,Lumbini Sanskritik,6,http://www.lumbinisanskritikmun.gov.np/,,112,72992,36401,36591,10005,83.274339,27.48246,
577,5,RUPANDEHI,रुपन्देही,Marchawari,मर्चवारी गाउँपालिका,Gaunpalika,7,Rayapur,रायपुर्,Rayapur,7,http://www.marchawarimun.gov.np/,marchawari2073@gmail.com,48.55,38776,20039,18737,5263,83.3233741,27.3687956,
578,5,RUPANDEHI,रुपन्देही,Mayadevi,मायादेवी गाउँपालिका,Gaunpalika,8,Kamahariya,कमहरिय,Pakadi,8,http://www.mayadevimunkapilvastu.gov.np/,,72.46,47156,23778,23378,6810,83.3888281,27.5146898,
579,5,RUPANDEHI,रुपन्देही,Omsatiya,ओमसतिया गाउँपालिका,Gaunpalika,6,Hati Pharsatikar,हेटए फर्सतिकर्,Hati Pharsatikar,9,http://www.omsatiyamun.gov.np/,omsatiyamun@gmail.com,48.54,34191,16849,17342,5787,83.485866,27.54432,
580,5,RUPANDEHI,रुपन्देही,Rohini,रोहिणी गाउँपालिका,Gaunpalika,7,Dhakadhai,ढाकाधै,Dhakadhai,10,http://www.rohinimun.gov.np/,rohinigaupalika1@gmail.com,64.62,37175,18645,18530,5657,83.53754,27.51093,
581,5,RUPANDEHI,रुपन्देही,Sainamaina,सैनामैना नगरपालिका,Nagarpalika,11,Sainamaina,सैनामैना,Sainamaina,11,http://www.sainamainamun.gov.np/,,161,55822,25528,30294,12392,82.32541,27.69034,
582,5,RUPANDEHI,रुपन्देही,Sammarimai,सम्मरीमाई गाउँपालिका,Gaunpalika,7,Pharena,फरेन,Pharena,12,http://www.sammarimaimun.gov.np/,"ito.sammarimai@gmail.com, sammarimairm@gmail.com",50.79,37810,19271,18539,5061,83.300596,27.3908,
583,5,RUPANDEHI,रुपन्देही,Siddharthanagar,सिद्धार्थनगर नगरपालिका,Nagarpalika,13,Siddharthanagar,सिद्धार्थनगर,Siddharthanagar,13,http://www.siddharthanagarmun.gov.np,,36.03,63483,31673,31810,12497,83.36678,27.61456,
584,5,RUPANDEHI,रुपन्देही,Siyari,सियारी गाउँपालिका,Gaunpalika,7,Harnaiya,हर्नैय,Harnaiya,14,http://www.siyarimun.gov.np/,siyarimun@gmail.com,66.35,38466,18549,19917,6792,83.3993933,27.566221,
585,5,RUPANDEHI,रुपन्देही,Sudhdhodhan,सुद्धोधन गाउँपालिका,Gaunpalika,7,Manpakadi,मन्पकदि,Manpakadi,15,http://www.shuddhodhanmunrupandehi.gov.np/,shuddhodhanrum@gmail.com,57.56,34638,16652,17986,6145,83.3672082,27.6149357,
586,5,RUPANDEHI,रुपन्देही,Tillotama,तिलोत्तमा नगरापालिका,Nagarpalika,17,Tilottama,टिलोत्तमा,Tilottama,16,http://www.tilottamamun.gov.np/ne,,126,100149,47178,52971,21957,83.4682608,27.6284907,
587,6,DAILEKH,दैलेख,Aathbis Municipality,आठबीस नगरपालिका,Nagarpalika,9,Rakam Karnali,रकम कर्णाली,Rakam Karnali,1,http://www.aathabismun.gov.np/,,168,29227,14484,14743,5263,81.46,29.06,
588,6,DAILEKH,दैलेख,Bhagawatimai Gaunpalika,भगवतीमाई गाउँपालिका,Gaunpalika,7,Pagnath,पग्नाथ,Pagnath,2,http://www.bhagawatimaimun.gov.np/,rmp.bhagawatimai@gmail.com,152,18778,8996,9782,3359,81.82796,28.78799,
589,6,DAILEKH,दैलेख,Bhairabi Gaunpalika,भैरवी गाउँपालिका,Gaunpalika,7,Bhairabi Kalikathum,भैरबी कालिकाथुम्,Bhairi Kalikathum,3,http://www.bhairabimun.gov.np/,ito.bhairabimun@gmail.com,110,20907,10266,10641,3917,81.62487,28.92745,
590,6,DAILEKH,दैलेख,Chamunda Bindrasaini Municipality,चामुण्डा बिन्द्रासैनी नगरपालिका,Nagarpalika,9,Jambukandha,जामबुकन्ध,Jambukandh,4,http://www.chamundabindrasainimun.gov.np/,,90.6,26149,13060,13089,4634,81.54293,28.94205,
591,6,DAILEKH,दैलेख,Dullu Municipality,दुल्लु नगरपालिका,Nagarpalika,13,Dullu,डुल्लु,Dullu,5,http://www.dullumun.gov.np/,,157,41540,19881,21659,8164,81.58649,28.85333,
592,6,DAILEKH,दैलेख,Dungeshwor Gaunpalika,डुङ्गेश्वर गाउँपालिका,Gaunpalika,6,Dandaparajuli,डाँडापराजुलि,Dada Parajul,6,http://www.dungeshwormun.gov.np/,,105,15883,7553,8330,3044,81.68677,28.73573,
593,6,DAILEKH,दैलेख,Gurans Gaunpalika,गुराँस गाउँपालिका,Gaunpalika,8,Baraha,बाराह,Baraha,7,http://www.guransmun.gov.np/,,165,22033,10675,11358,4096,81.5836,28.77742,
594,6,DAILEKH,दैलेख,Mahabu Gaunpalika,महाबु गाउँपालिका,Gaunpalika,6,Gaidabaj,गैंडाबाज्,Gaidabaj,8,http://www.mahabumun.gov.np/,"mahabugaupalika74@gmail.com,ito.mahabumun@gmail.com",111,19603,9107,10496,3612,81.68898,28.9262,
595,6,DAILEKH,दैलेख,Narayan Municipality,नारायण नगरपालिका,Nagarpalika,11,Narayan,नारायण,Dailekh,9,http://www.narayanmun.gov.np/,,111,27037,12645,14392,5791,81.725085,28.85848,
596,6,DAILEKH,दैलेख,Naumule Gaunpalika,नौमुले गाउँपालिका,Gaunpalika,8,Naumule,नौमुले,Naumule,10,http://www.naumulemun.gov.np/,ito.naumulemun@gmail.com,229,20802,10045,10757,3708,81.81517,28.91282,
597,6,DAILEKH,दैलेख,Thantikandh Gaunpalika,ठाँटीकाँध गाउँपालिका,Gaunpalika,6,Lakandra,लकन्द्र,Lakhandra,11,http://www.thantikandhmun.gov.np/,,88.21,18896,9389,9507,3327,81.52578,28.97501,
598,6,DOLPA,डोल्पा,Chharka Tangsong Gaunpalika,छार्का ताङसोङ गाउँपालिका,Gaunpalika,6,Chharka,छर्क,Chharka,1,http://www.chharkatangsongmun.gov.np/,,1970,1451,684,767,282,83.41575,29.08991,
599,6,DOLPA,डोल्पा,Dolpo Buddha Gaunpalika,डोल्पो बुद्ध गाउँपालिका,Gaunpalika,6,Dho,ढो,Dho,2,http://www.dolpobuddhamun.gov.np/,ito.dolpobuddhamundolpa@gmail.com,1180,2126,969,1157,468,83.164293,29.13072,
600,6,DOLPA,डोल्पा,Jagadulla Gaunpalika,जगदुल्ला गाउँपालिका,Gaunpalika,6,Kaigaun,काइगाउँ,Kaigaun,3,http://www.jagdullamun.gov.np/,ito.jagdullamun@gmail.com,778,2273,1101,1172,433,82.5911272,29.1112334,
601,6,DOLPA,डोल्पा,Kaike Gaunpalika,काइके गाउँपालिका,Gaunpalika,7,Sahartara,शहरतर,Sahartara Bagar,4,http://kalikamunkalikot.gov.np/,ito.kalikamunkalikot@gmail.com,467,3576,1657,1919,780,82.98095,28.88039,
602,6,DOLPA,डोल्पा,Mudkechula Gaunpalika,मुड्केचुला गाउँपालिका,Gaunpalika,9,Iilnildaha,ईल्निलदह,Narku,5,http://www.mudkechulamun.gov.np/,info@mudkechulamun.gov.np,250,5129,2596,2533,926,82.53773,29.03739,
603,6,DOLPA,डोल्पा,Shey Phoksundo Gaunpalika,शे फोक्सुण्डो गाउँपालिका,Gaunpalika,9,Shaldang,सल्दाङ,Saldang,6,http://www.shephoksundomun.gov.np/,ito.shephoksundomun1@gmail.com,2450,3230,1579,1651,764,82.93681,29.17,
604,6,DOLPA,डोल्पा,Thulibheri Municipality,ठुलीभेरी नगरपालिका,Nagarpalika,11,Jufal,जुफल्,Dunai,7,http://www.thulibherimun.gov.np/,,458,8754,4404,4350,1989,82.90249,28.93845,
605,6,DOLPA,डोल्पा,Tripurasundari Municipality,त्रिपुरासुन्दरी नगरपालिका,Nagarpalika,11,Tripurakot,तृपुराकोत्,Tripurakot,8,http://www.tripurasundarimundolpa.gov.np/,,394,10974,5408,5566,2118,82.791075,29.01875,
606,6,HUMLA,हुम्ला,Adanchuli Gaunpalika,अदानचुली गाउँपालिका,Gaunpalika,6,Shreenagar,शृनगर्,,1,http://www.adanchulimun.gov.np/,,151,7116,3543,3573,1121,81.863182,29.657854,
607,6,HUMLA,हुम्ला,Chankheli Gaunpalika,चंखेली गाउँपालिका,Gaunpalika,6,Shreemastha,शृमस्थ,Srinagar,2,http://www.chankhelimun.gov.np/,ito.chankhelimun@gmail.com,1310,5517,2788,2729,963,82.059859,29.749428,
608,6,HUMLA,हुम्ला,Kharpunath Gaunpalika,खार्पुनाथ गाउँपालिका,Gaunpalika,5,Kharpunath,खर्पुनाथ,Piplang,3,http://www.kharpunathmun.gov.np/,,880,6011,2967,3044,1132,81.876543,29.917429,
609,6,HUMLA,हुम्ला,Namkha Gaunpalika,नाम्खा गाउँपालिका,Gaunpalika,6,Yalwang,यल्वाङ्,Kharpunath,4,http://www.namkhamun.gov.np/,ito.namkhamun@gmail.com,2420,3900,1886,2014,835,81.622022,30.060641,
610,6,HUMLA,हुम्ला,Sarkegad Gaunpalika,सर्केगाड गाउँपालिका,Gaunpalika,8,Saya,सया,Yalwang,5,http://www.sarkegadmun.gov.np,sarkegadmun.ito@gmail.com,307,9371,4765,4606,1750,81.951126,29.779509,
611,6,HUMLA,हुम्ला,Simkot Gaunpalika,सिमकोट गाउँपालिका,Gaunpalika,8,Simakot,सिमाकोत्,Sarkegad,6,http://www.simkotmun.gov.np/,ito.simkotmun@gmail.com,786,11557,5968,5589,2566,81.820244,29.971073,
612,6,HUMLA,हुम्ला,Tanjakot Gaunpalika,ताँजाकोट गाउँपालिका,Gaunpalika,5,Maila,मैला,Simkot,7,http://www.tajakotmun.gov.np/,,159,5964,2948,3016,1026,81.759448,29.639585,
613,6,JAJARKOT,जाजरकोट,Barekot Gaunpalika,बारेकोट गाउँपालिका,Gaunpalika,9,Limsa,लिम्सा,Maila,1,http://www.barekotmun.gov.np/,,578,18083,9121,8962,3093,82.28885,28.88173,
614,6,JAJARKOT,जाजरकोट,Bheri Malika Municipality,भेरीमालिका नगरपालिका,Nagarpalika,13,Bherimalika,भेरीमालिका,Nayakwada,2,http://www.bherigangamun.gov.np/,,220,33515,16458,17057,6590,82.20426,28.75532,
615,6,JAJARKOT,जाजरकोट,Chhedagad Municipality,छेडागाड नगरपालिका,Nagarpalika,13,Karkigaun,कार्कीगाउँ,Khalanga,3,http://www.chhedagadmun.gov.np/,,284,34962,17174,17788,6087,82.046467,28.68993,
616,6,JAJARKOT,जाजरकोट,Junichande Gaunpalika,जुनीचाँदे गाउँपालिका,Gaunpalika,11,Majkot,माज्कोत्,Karkigaun,4,http://www.junichaandemun.gov.np/,,346,21733,10740,10993,3774,81.921,28.81596,
617,6,JAJARKOT,जाजरकोट,Kuse Gaunpalika,कुसे गाउँपालिका,Gaunpalika,9,Tharpu Bharma,ठर्पु भर्म,Majkot,5,http://www.kushemun.gov.np/,,274,20621,10407,10214,3590,82.17191,28.84144,
618,6,JAJARKOT,जाजरकोट,Shivalaya Gaunpalika,शिवालय गाउँपालिका,Gaunpalika,9,Sima,सिमा,Dhime,6,http://www.shibalayamun.gov.np/,,134,15269,7543,7726,2556,81.95727,28.67183,
619,6,JAJARKOT,जाजरकोट,Nalagad Municipality,नलगाड नगरपालिका,Nagarpalika,13,Dalli,डल्लि,Khagenkot,7,,,387,25590,12741,12849,4721,82.30409,28.79166,
620,6,JUMLA,जुम्ला,Chandannath Municipality,चन्दननाथ नगरपालिका,Nagarpalika,10,Khalanga Bazar,खलङ्गा बजार,Chandannath,1,http://www.chandannathmun.gov.np/,,102,19047,9369,9678,3996,82.17953,29.27339,
621,6,JUMLA,जुम्ला,Guthichaur Gaunpalika,गुठिचौर गाउँपालिका,Gaunpalika,5,Garjyangkot,गर्ज्यान्ग्कोत्,Garjyangkot,2,http://www.guthichaurmun.gov.np/,,427,9870,4867,5003,1848,82.24237,29.26195,
622,6,JUMLA,जुम्ला,Hima Gaunpalika,हिमा गाउँपालिका,Gaunpalika,7,Kalikakhetu,कालिकाखेतु,Kalikakhetu,3,http://www.himamun.gov.np/,ito.himamun@gmail.com,132,10553,5223,5330,1713,81.97015,29.283,
623,6,JUMLA,जुम्ला,Kanaka Sundari Gaun Palika,कनका सुन्दरी गाउँपालिका,Gaunpalika,8,Birat,बिरत्,Birat,4,http://www.kankasundarimun.gov.np/,ito.kankasundarimun@gmail.com,225,13983,6974,7009,2363,81.98942,29.38913,
624,6,JUMLA,जुम्ला,Patarasi Gaunpalika,पातारासी गाउँपालिका,Gaunpalika,7,Dilichour,दिलिचोउर्,Dillichaur,5,http://www.patarasimun.gov.np/,,814,14571,7288,7283,2537,82.27605,29.30611,
625,6,JUMLA,जुम्ला,Sinja Gaunpalika,सिंजा गाउँपालिका,Gaunpalika,6,Narakot,नरकोत्,Narakot,6,http://www.sinjamun.gov.np/,ito.sinjamun@gmail.com,153,7264,3626,3638,1262,82.012768,29.34656,
626,6,JUMLA,जुम्ला,Tatopani Gaunpalika,तातोपानी गाउँपालिका,Gaunpalika,8,Tatopani,तातोपानी,Tatopani,7,http://www.tatopanimun.gov.np/,nawarajneupane29@gmail.com,526,14638,7347,7291,2704,82.03812,29.23206,
627,6,JUMLA,जुम्ला,Tila Gaunpalika,तिला गाउँपालिका,Gaunpalika,9,Raralihi,रारालिहि,Raralihi,8,http://www.tilamun.gov.np/,ito.tilamun@gmail.com,175,11807,5949,5858,1985,81.9547422,29.2296872,
628,6,KALIKOT,कालिकोट,Shuba Kalika Gaunpalika,शुभ कालिका गाउँपालिका,Gaunpalika,8,Kalekhola-Sukatiya,कलेखोला-सुकातिय,Sukatiya,1,,,97.32,14080,7026,7054,2458,81.64642,29.10525,
629,6,KALIKOT,कालिकोट,Khandachakra Municipality,खाँडाचक्र नगरपालिका,Nagarpalika,11,Manma,मन्मा,Manma,2,http://www.khandachakramun.gov.np/,,133,19802,10088,9714,3517,81.63547,29.12925,
630,6,KALIKOT,कालिकोट,Mahawai Gaunpalika,महावै गाउँपालिका,Gaunpalika,7,Odanku,ओदन्कु,Odanuk,3,http://www.mahawaimun.gov.np/,,322,8323,4195,4128,1447,81.74995,29.06353,
631,6,KALIKOT,कालिकोट,Naraharinath Gaunpalika,नरहरिनाथ गाउँपालिका,Gaunpalika,9,Kumalgaun,कुमल्गाउँ,Kumalgaun,4,http://www.narharinathmun.gov.np/,ito.naraharinathmu@gmail.com,144,21366,10603,10763,3585,81.55439,29.20333,
632,6,KALIKOT,कालिकोट,Pachal Jharana Gaunpalika,पचाल झरना गाउँपालिका,Gaunpalika,9,Ramnakot,रम्नकोत्,Ramnakot,5,http://www.pachaljharanamun.gov.np/,ito.pachaljharanamun@gmail.com,167,12829,6506,6323,2097,81.7132,29.28642,
633,6,KALIKOT,कालिकोट,Palata Gaunpalika,पलाता गाउँपालिका,Gaunpalika,9,Thirpu,ठिर्पु,Thirpu,6,http://www.palatamun.gov.np/,ito.palatamun@gmail.com,319,15303,7763,7540,2421,81.75271,29.297,
634,6,KALIKOT,कालिकोट,Raskot Municipality,रास्कोट नगरपालिका,Nagarpalika,9,Syuna,स्युना,Siuna,7,http://www.raskotmun.gov.np/,,59.74,16272,8076,8196,2685,81.6372103,29.2382635,
635,6,KALIKOT,कालिकोट,Sanni Tribeni Gaunpalika,सान्नी त्रिवेणी गाउँपालिका,Gaunpalika,9,Mahalmudi,महलमुदि,Mehalmudi,8,http://www.sannitrivenimun.gov.np/,ito.strm@gmail.com,137,12846,6378,6468,2105,81.59189,29.29417,
636,6,KALIKOT,कालिकोट,Tilagupha Municipality,तिलागुफा नगरपालिका,Nagarpalika,11,Jubitha,जुबिथा,Jubika,9,http://www.tilagufamun.gov.np/,,263,15766,7854,7912,2693,81.77319,29.10465,
637,6,MUGU,मुगु,Chhayanath Rara Municipality,छायाँनाथ रारा नगरपालिका,Nagarpalika,14,Gamgadhi,गम्गधि,Gamgadhi,1,http://www.chhayanathraramun.gov.np/,,481,21777,11103,10674,3940,82.156416,29.54821,
638,6,MUGU,मुगु,Khatyad Gaunpalika,खत्याड गाउँपालिका,Gaunpalika,11,Shreekot,ष्रीकोत्,Majhchaur,2,http://www.khatyadmun.gov.np/,,281,17190,8667,8523,2837,81.8918,29.5031,
639,6,MUGU,मुगु,Mugumakarmarog Gaunpalika,मुगुमकार्मारोग गाउँपालिका,Gaunpalika,9,Pulu,पुलु,Pulu,3,http://www.mugumkarmarongmun.gov.np/,ito.mugumkarmarongmun@gmail.com,2110,5480,2628,2852,1044,82.393899,29.58052,
640,6,MUGU,मुगु,Soru Gaunpalika,सोरु गाउँपालिका,Gaunpalika,11,Jima,जिमा,Jima,4,http://www.sorumun.gov.np/,sorgaupalika2017@gmail.com,366,12505,6258,6247,2157,81.994958,29.6261,
641,6,RUKUM_W,रुकुम_प,Aathabisakot Municipality,आठबिसकोट नगरपालिका,Nagarpalika,14,Aathabisakot,आठबिसकोत्,Radijyula,1,http://www.aathbiskotmun.gov.np/,aathbiskotmun073@gmail.com,560,32862,16236,16626,6294,82.351811,28.78663,
642,6,RUKUM_W,रुकुम_प,Baphikot Gaunpalika,बाँफिकोट गाउँपालिका,Gaunpalika,10,Banphikot,बन्फिकोत्,Banfikot,2,http://banphikotmun.gov.np/,,190,18696,8713,9983,3747,82.467654,28.68003,
643,6,RUKUM_W,रुकुम_प,Chaurjahari Municipality,चौरजहारी नगरपालिका,Nagarpalika,14,Chaurjahari,चौर्जहाँरि,Bijayashwori,3,http://www.chaurjaharimun.gov.np/,,107,27438,12995,14443,5422,82.210009,28.65357,
644,6,RUKUM_W,रुकुम_प,Musikot Municipality,मुसिकोट नगरपालिका,Nagarpalika,14,Musikot,मुसिकोत्,Musikot,4,http://www.musikotmun.gov.np/,,163,40911,19172,21739,9405,82.46277778,28.6231,
645,6,RUKUM_W,रुकुम_प,Sanibheri Gaunpalika,सानीभेरी गाउँपालिका,Gaunpalika,11,Simli,सिम्लि,Simli,5,http://sanibherimun.gov.np/,,134,22194,10533,11661,4129,82.34489,28.64916,
646,6,RUKUM_W,रुकुम_प,Tribeni Gaunpalika,त्रिवेणी गाउँपालिका,Gaunpalika,10,Simurtu Kharaneta,सिमुर्तु खरनेता,Simrutu Kharaneta,6,http://trivenimunrukum.gov.np/,,85.5,19404,8839,10565,3609,82.259474,28.2946243,
647,6,SALYAN,सल्यान,Bagachour Municipality,बागचौर नगरपालिका,Nagarpalika,12,Bagachour,बागाचोउर्,Bagchaur,1,http://www.bagchaurmun.gov.np/,,163,34118,16526,17592,5906,82.27365,28.46954,
648,6,SALYAN,सल्यान,Banagad Kupinde Municipality,बनगाड कुपिण्डे नगरपालिका,Nagarpalika,12,Devsthal,डेव्स्थल्,Devisthal,2,http://bangadkupindemun.gov.np/,,338,36052,17382,18670,6763,82.02875,28.51786,
649,6,SALYAN,सल्यान,Chhatreshwori Gaunpalika,छत्रेश्वरी गाउँपालिका,Gaunpalika,7,Chayachetra,छयाचेत्र,Bhotechaur,3,http://www.chhatreshworimun.gov.np/,chhatreshworimun@gmail.com,151,21452,9762,11690,4408,82.2307,28.32371,
650,6,SALYAN,सल्यान,Darma Gaunpalika,दार्मा गाउँपालिका,Gaunpalika,6,Pharulachaur,फरुलचौर्,Pharulachaur,4,http://www.darmamun.gov.np/,,81.46,19966,9746,10220,3460,82.29222,28.56139,
651,6,SALYAN,सल्यान,Siddha Kumakh Gaunpalika,सिद्ध कुमाख गाउँपालिका,Gaunpalika,5,Dhorchaur,ढोर्चौर्,Dhorchaur,5,http://www.dhorchaurmun.gov.np/,,89.36,13593,6504,7089,2404,82.198484,28.45672,
652,6,SALYAN,सल्यान,Kalimati Gaunpalika,कालिमाटी गाउँपालिका,Gaunpalika,7,Kalimati Rampur,कालीमती रमपुर्,Rampur,6,,,501,27281,13363,13918,5203,82.07934,28.32561,
653,6,SALYAN,सल्यान,Kapurkot Gaunpalika,कपुरकोट गाउँपालिका,Gaunpalika,6,Dhanbang,ढन्बाङ्ग्,Dhanwang,7,http://www.kaikemun.gov.np/,ito.kaikemun@gmail.com,119,18204,8718,9486,3657,82.350231,28.2314477,
654,6,SALYAN,सल्यान,Kumakh Gaunpalika,कुमाख गाउँपालिका,Gaunpalika,7,Ragechaur-Tribeni,रगेचौर्-टृबेनि,Ragechaur,8,http://www.kumakhmalikamun.gov.np/,ito.kumakh2073@gamil.com,177,24972,11928,13044,4745,82.19931,28.57174,
655,6,SALYAN,सल्यान,Sharada Municipality,शारदा नगरपालिका,Nagarpalika,15,Khalanga Bazar,खलङ्गा बजार,Khalanga,9,http://www.shaaradamun.gov.np/,,198,33730,15661,18069,7391,82.18831,28.39352,
656,6,SALYAN,सल्यान,Tribeni Gaunpalika,त्रिवेणी गाउँपालिका,Gaunpalika,6,Tribeni,तृबेनि,Luham,10,http://trivenimunsalyan.gov.np/,,119,16624,7726,8898,3447,82.420292,28.55044,
657,6,SURKHET,सुर्खेत,Barahatal Gaunpalika,बराहताल गाउँपालिका,Gaunpalika,10,Kunathari,कुनाथआरि,Badichaur,1,http://barahatalmun.gov.np/,ito.barahatalmun@gmail.com,455,26802,12986,13816,5448,81.5049867,28.7134398,
658,6,SURKHET,सुर्खेत,Bheriganga Municipality,भेरीगंगा नगरपालिका,Nagarpalika,13,Bheriganga,भेरीगङ्गा,Chinchu,2,http://www.bherimun.gov.np/,,256,41407,19145,22262,8825,81.7492129,28.4706768,
659,6,SURKHET,सुर्खेत,Birendranagar Municipality,बीरेन्द्रनगर नगरपालिका,Nagarpalika,16,Birendranagar,बिरेन्द्रनगर,Birendranagar,3,http://www.birendranagarmun.gov.np/,,245,100368,48727,51641,23690,81.6208,28.59019,
660,6,SURKHET,सुर्खेत,Chaukune Gaunpalika,चौकुने गाउँपालिका,Gaunpalika,10,Guthu,गुथु,Gutu,4,http://www.chaukunemun.gov.np/,chaukunegapa@gmail.com,381,25240,12214,13026,4608,81.26574,28.82232,
661,6,SURKHET,सुर्खेत,Chingad Gaunpalika,चिङ्गगाड गाउँपालिका,Gaunpalika,6,Awalching,अवल्चिङ्,Abalaching,5,http://www.chingadmun.gov.np,chingadgaunpalika@gmail.com,170,17275,8287,8988,2923,81.80748,28.62711,
662,6,SURKHET,सुर्खेत,Gurbhakot Municipality,गुर्भाकोट नगरपालिका,Nagarpalika,14,Shubhaghat,षुभाघाट,Dahachaur,6,http://gurbhakotmun.gov.np/,,229,43765,19882,23883,9572,81.85336,28.44188,
663,6,SURKHET,सुर्खेत,Lekabeshi Municipality,लेकबेशी नगरपालिका,Nagarpalika,10,Kalyan,कल्यन्,Kalyan,7,http://www.lekbeshimun.gov.np,,181,30385,14166,16219,6366,81.732556,28.51127,
664,6,SURKHET,सुर्खेत,Panchapuri Municipality,पञ्चपुरी नगरपालिका,Nagarpalika,11,Babiyachaur,बबियाचौर्,Babiyachaur,8,http://www.panchapurimun.gov.np/,,330,32231,15422,16809,6304,81.387,28.792,
665,6,SURKHET,सुर्खेत,Simta Gaunpalika,सिम्ता गाउँपालिका,Gaunpalika,9,Bajedichaur,बजेदिचौर्,Bajedichaur,9,http://www.simtamun.gov.np/,simtagaupalikaskt@gmail.com,242,25845,11843,14002,5094,81.94886,28.55929,
666,7,ACHHAM,अछाम,Bannigadhi Jayagadh Gaunpalika,बान्नीगढी जयगढ गाउँपालिका,Gaunpalika,6,Baradadevi,बारादादेवी,Baradadevi,1,http://www.bannigadhijaygadhmun.gov.np/,log.bannigadhi@gmail.com,58.26,17359,7496,9863,3373,81.279778,29.199953,
667,7,ACHHAM,अछाम,Chaurpati Gaunpalika,चौरपाटी गाउँपालिका,Gaunpalika,7,Siudi,सिउदि,Siudi,2,http://www.chaurpatimun.gov.np/,Chaurpatigaupalika@gmail.com,182,25149,11146,14003,5113,81.144368,29.188045,
